DEPARTAMENTO,PROVINCIA,DISTRITO,NOMBRE LOCAL,ESTADO,HORARIO DE ATENCION AL PUBLICO,DIRECCION,AÑO
PUNO,SAN ROMAN,JULIACA,AG SAN ROMAN,OPERATIVO,08:45 a 16:45,Jirón Brascesco N° 181 ,2024
PUNO,YUNGUYO,YUNGUYO,PAP YUNGUYO,OPERATIVO,08:45 a 16:45,Jirón Grau Nº 240,2024
PUNO,SAN ANTONIO DE PUTINA,PUTINA,PAP PUTINA,OPERATIVO,08:45 a 16:45, Plaza de Armas S/N (Palacio Municipal),2024
PUNO,EL COLLAO,ILAVE,PAP EL COLLAO,OPERATIVO,08:45 a 16:45,Jirón Bolognesi S/N - Coliseo Cubierto Ilave Oficina N° 02,2024
PUNO,MOHO,MOHO,PAP MOHO,OPERATIVO,08:45 a 16:45,Avenida Circunvalación S/N Terminal Terrestre,2024
PUNO,AZANGARO,AZANGARO,ORA CARLOS CORNEJO ROSELLO,OPERATIVO,08:45 a 16:30,Jirón Francisco Bolognesi N° 557,2024
PUNO,CHUCUITO,JULI,ORA JULI,OPERATIVO,08:45 a 16:30,Avenida Panamericana S/N,2024
PUNO,HUANCANE,HUANCANE,ORA HOSPITAL LUCIO ALDAZABAL PAUCA,OPERATIVO,08:45 a 16:30,Avenida Santa Cruz S/N,2024
PUNO,MELGAR,AYAVIRI,ORA SAN JUAN DE DIOS (AYAVIRI),OPERATIVO,08:45 a 16:30,Jirón Progreso S/N,2024
PUNO,SAN ROMÁN,JULIACA,ORA CENTRO DE SALUD CLAS SANTA ADRIANA,OPERATIVO,08:45 a 16:30,Jirón Pachacutec S/N,2024
PUNO,SAN ROMÁN,SAN MIGUEL,PAP SAN MIGUEL - JR11,OPERATIVO,08:45 a 16:45, Palacio Municipal S/N,2024
PUNO,CHUCUITO,DESAGUADERO,PAP DESAGUADERO,OPERATIVO,08:45 a 16:45,Jirón 28 de Julio N° 305 - Desaguadero,2024
PUNO,PUNO,ACORA,PAP ACORA,OPERATIVO,08:45 a 16:45,Plaza de Armas (Palacio Municipal),2024
PUNO,SAN ROMAN,JULIACA,MAC PUNO,OPERATIVO,08:30 a 16:30,Avenida San Martin lote 07,2024
PUNO,CARABAYA,MACUSANI,PANP CRUCERO,DESPLAZAMIENTO,08:45 a 16:45,Plaza Plaza de Armas S/N,2024
ICA,ICA,ICA,ORA REGIONAL DE ICA (MINSA),OPERATIVO,08:45 a 16:30,Avenida Huacachina S/N,2024
AYACUCHO,LUCANAS,PUQUIO,AG LUCANAS,OPERATIVO,08:45 a 16:45,Jirón San Pedro  Nº 216,2024
AYACUCHO,PARINACOCHAS,CORACORA,AG PARINACOCHAS,OPERATIVO,08:45 a 16:45,Jirón Bolognesi N° 419 Plaza de Armas,2024
AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,PANP PAUCAR DEL SARA SARA,OPERATIVO,08:45 a 16:45,Jirón Miguel de Cervantes N° 455 (Palacio Municipal),2024
ICA,ICA,PARCONA,PAP PARCONA,OPERATIVO,08:45 a 16:45,Avenida Jhon F. Kennedy N° 500 con Calle Lima S/N (Costado del Palacio Municipal),2024
ICA,ICA,ICA,OR ICA,OPERATIVO,08:45 a 16:45,Avenida San Martin N° 1366 Mz. M-02 Lt. 035. Urb. San Isidro ,2024
ICA,CHINCHA,CHINCHA ALTA,AG CHINCHA,OPERATIVO,08:45 a 16:45,Calle Los Angeles N° 300,2024
ICA,NASCA,NASCA,AG NASCA,OPERATIVO,08:45 a 16:45,Calle Fermin del Castillo N° 270,2024
ICA,PISCO,PISCO,AG PISCO,OPERATIVO,08:45 a 16:45,Calle San Juan de Dios N° 288,2024
ICA,PALPA,PALPA,AG PALPA,OPERATIVO,08:45 a 16:45,Calle Portal de Escribanos Nº 145,2024
AYACUCHO,LUCANAS,CABANA,PAP CABANA ,DESPLAZAMIENTO,08:45 a 16:45,Jirón Jorge Chavez N° 272 ,2024
AYACUCHO,LUCANAS,PUQUIO,ORA FELIPE HUAMAN POMA DE AYALA (MINSA),OPERATIVO,08:45 a 16:30,Avenida Arnaldo Alvarado S/N ,2024
AYACUCHO,PARINACOCHAS,CORACORA,ORA HOSPITAL DE APOYO DE CORACORA (MINSA),OPERATIVO,08:45 a 16:30,Avenida La Cultura S/N,2024
ICA,ICA,ICA,ORA SANTA MARIA DEL SOCORRO (MINSA),OPERATIVO,08:45 a 16:30,Calle Castrovirreyna N° 759,2024
ICA,PISCO,PISCO,ORA SAN JUAN DE DIOS (MINSA),OPERATIVO,08:45 a 16:30,Avenida Fermín Tanguis S/N (Altura del Fundo Alto de la Luna),2024
ICA,CHINCHA,CHINCHA ALTA,ORA SAN JOSE DE CHINCHA (MINSA),OPERATIVO,08:45 a 16:30,Avenida Abelardo Alva Maurtua Nº 600,2024
AYACUCHO,LUCANAS,LARAMATE,PANP LARAMATE,DESPLAZAMIENTO,08:45 a 16:45,Jirón Ica S/N,2024
ICA,NASCA,NASCA,ORA HOSPITAL DE APOYO DE NASCA (MINSA),OPERATIVO,08:45 a 16:30,Calle Callao S/N - 5ta Cuadra,2024
ICA,ICA,ICA,ORA AUGUSTO HERNANDEZ MENDOZA (ESSALUD),OPERATIVO,08:45 a 16:30,Calle José Matias Manzanilla S/N,2024
ICA,NASCA,MARCONA,PAP MARCONA,OPERATIVO,08:45 a 16:45,Calle Andres Avelino Caceres S/N,2024
ICA,ICA,ICA,MAC ICA,OPERATIVO,08:30 a 16:30,Avenida Los Maestros S/N C.C. Mega Plaza Segundo Piso,2024
UCAYALI,CORONEL PORTILLO,CALLERIA,ORA HOSPITAL REGIONAL DE PUCALLPA (MINSA),OPERATIVO,08:45 a 16:30,Jirón Agustin Cauper N° 285,2024
HUANUCO,PUERTO INCA,PUERTO INCA,PAP PUERTO INCA,OPERATIVO,08:45 a 16:45,Jirón Vulcano S/N,2024
UCAYALI,CORONEL PORTILLO,YARINACOCHA,ORA HOSPITAL AMAZÓNICO - YARINACOCHA (MINSA),OPERATIVO,08:45 a 16:30,Jirón Aguaytia N° 605,2024
LORETO,UCAYALI,CONTAMANA,PAP CONTAMANA,OPERATIVO,08:45 a 16:45,Calle Nuevo Loreto Mz.38C  Lt.5B,2024
UCAYALI,PADRE ABAD,IRAZOLA ,AG IRAZOLA ,OPERATIVO,08:45 a 16:45,Calle Progreso S/N ,2024
UCAYALI,CORONEL PORTILLO,CALLERIA,OR PUCALLPA,OPERATIVO,08:45 a 16:45,"Jirón 09 de Diciembre N° 378 y Tacna Nº 891 Mz. 07 Lt. Acumulado 1-B, independiente.",2024
UCAYALI,PADRE ABAD,PADRE ABAD,PAP PADRE ABAD,OPERATIVO,08:45 a 16:45,Avenida Grau Nº 214,2024
UCAYALI,ATALAYA,RAIMONDI,PAP ATALAYA,OPERATIVO,08:45 a 16:45,Jirón Rioja Nº 659,2024
UCAYALI,PURUS,PURUS,PAP PURUS,OPERATIVO,08:45 a 16:45,Avenida Purus S/N,2024
UCAYALI,ATALAYA,TAHUANIA,PAP TAHUANIA,OPERATIVO,08:45 a 16:45,Jirón 7 de Junio  S/N,2024
UCAYALI,CORONEL PORTILLO,CALLERIA,MAC - UCAYALI,OPERATIVO,08:30 a 16:30,Avenida Centenario 1642 (2do piso) Centro Comercial Real Plaza,2024
HUANCAVELICA,HUANCAVELICA,IZCUCHACA,PAP IZCUCHACA,OPERATIVO,08:45 a 16:45,Avenida Ferrocarril  S/N ,2024
HUANCAVELICA,ACOBAMBA,PAUCARA,PAP PAUCARA,OPERATIVO,08:45 a 16:45, Plaza Mayor S/N,2024
HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,ORA HOSPITAL REGIONAL ZACARIAS CORREA VALDIVIA (MINSA),OPERATIVO,08:45 a 16:30,Avenida Andrés Avelino Cáceres S/N - Barrio Yananaco,2024
HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,ORA HUANDO (MINSA),OPERATIVO,08:45 a 16:30,Calle Cementerio s/n,2024
HUANCAVELICA,HUANCAVELICA,ASCENSIÓN,ORA HOSPITAL II HUANCAVELICA (ESSALUD),OPERATIVO,08:45 a 16:30,Avenida Teresa de Jurnet S/N,2024
HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,OR HUANCAVELICA,OPERATIVO,08:45 a 16:45,"Avenida San Cristóbal Nº 384, 386 y 388",2024
HUANCAVELICA,ACOBAMBA,ACOBAMBA,OR ACOBAMBA,OPERATIVO,08:45 a 16:45,Jirón Dos De Mayo N° 459,2024
HUANCAVELICA,ANGARAES,LIRCAY,OR ANGARAES,OPERATIVO,08:45 a 16:45,Avenida Centenario S/N - Barrio de Pueblo Nuevo - Dentro del Centro Civico,2024
HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,OR CASTROVIRREYNA,OPERATIVO,08:45 a 16:45,Avenida Los Libertadores S/N,2024
HUANCAVELICA,TAYACAJA,PAMPAS,OR TAYACAJA,OPERATIVO,08:45 a 16:45,Jirón Manco Capac S/N con Jirón Alfonso Ugarte Cordova y Necochea - Coliseo Multiuso,2024
HUANCAVELICA,HUAYTARA,HUAYTARA,OR HUAYTARA,OPERATIVO,08:45 a 16:45,Calle 24 de Junio S/N - 2do piso Centro Cívico ,2024
HUANCAVELICA,CHURCAMPA,CHURCAMPA,OR CHURCAMPA,OPERATIVO,08:45 a 16:45,Jirón Real N° 255,2024
HUANCAVELICA,TAYACAJA,PAMPAS,ORA HOSPITAL DE PAMPAS (MINSA),OPERATIVO,08:45 a 16:30,Jirón Bolívar S/N ,2024
HUANCAVELICA,ANGARAES,LIRCAY,ORA LIRCAY (MINSA),DESPLAZAMIENTO,08:45 a 16:30,Avenida Esmeralda S/N,2024
HUANCAVELICA,TAYACAJA,SURCUBAMBA,AG SURCUBAMBA,OPERATIVO,08:45 a 16:45,Calle Alfonso Ugarte S/N,2024
HUANCAVELICA,TAYACAJA,COLCABAMBA,AG COLCABAMBA,OPERATIVO,08:45 a 16:45,Avenida Centenario S/N,2024
HUANCAVELICA,HUANCAVELICA,YAULI,ORA YAULI (MINSA),OPERATIVO,08:45 a 16:30,Avenida Jorge Chávez S/N,2024
HUANCAVELICA,ACOBAMBA,PAUCARA,ORA PAUCARA (MINSA),OPERATIVO,08:45 a 16:30,Calle Lircay s/n,2024
HUANCAVELICA,CHURCAMPA,CHURCAMPA,ORA CHURCAMPA (MINSA),DESPLAZAMIENTO,08:45 a 16:30,Calle Ricardo Palma N° 535 (Instalaciones del Centro de Salud),2024
PASCO,PASCO,YANACANCHA,ORA DR. DANIEL ALCIDES CARRION GARCIA (MINSA),OPERATIVO,08:45 a 16:30,Avenida Los Incas S/N Urb. San Juan,2024
PASCO,OXAPAMPA,PUERTO BERMUDEZ,PAP PUERTO BERMÚDEZ,OPERATIVO,08:45 a 16:45,Avenida Remigio Morales Bermúdez S/N,2024
PASCO,PASCO,HUARIACA,PAP HUARIACA,OPERATIVO,08:45 a 16:45,Jirón 28 de Julio Nº 129,2024
HUANUCO,HUANUCO,HUÁNUCO,ORA HOSPITAL REGIONAL HERMILIO VALDIZAN (MINSA),OPERATIVO,08:45 a 16:30,Jirón Hermilio Valdizan Nº 950,2024
PASCO,PASCO,PAUCARTAMBO,PAP PAUCARTAMBO,OPERATIVO,08:45 a 16:45, Plaza 28 de Julio S/N,2024
HUANUCO,HUANUCO,HUÁNUCO,OR HUANUCO,OPERATIVO,08:45 a 16:45,Jirón 28 de Julio N° 825,2024
HUANUCO,AMBO,AMBO,PAP AMBO,OPERATIVO,08:45 a 16:45,"Jirón 28 de Julio 697, Centro Cívico",2024
HUANUCO,DOS DE MAYO,LA UNION,PAP DOS DE MAYO,OPERATIVO,08:45 a 16:45,Jirón Lourdes N° 221,2024
HUANUCO,HUAMALIES,LLATA,PAP HUAMALIES,OPERATIVO,08:45 a 16:45,Jirón Huánuco N° 242,2024
HUANUCO,MARAÑON,HUACRACHUCO,PAP MARAÑON,OPERATIVO,08:45 a 16:45,Avenida 28 De Julio N° 602 ,2024
HUANUCO,LEONCIO PRADO,RUPA-RUPA,PAP LEONCIO PRADO,OPERATIVO,08:45 a 16:45,Jirón Chiclayo N° 585,2024
HUANUCO,PACHITEA,PANAO,PAP PACHITEA,OPERATIVO,08:45 a 16:45,Jirón Espinar N° 121,2024
HUANUCO,LAURICOCHA,JESÚS,PAP LAURICOCHA,OPERATIVO,08:45 a 16:45,Jirón Cristobal Colon S/N,2024
HUANUCO,YAROWILCA,CHAVINILLO,PAP YAROWILCA,OPERATIVO,08:45 a 16:45,Jirón Virgen de Fátima S/N,2024
PASCO,PASCO,CHAUPIMARCA,ORA HOSPITAL II PASCO (ESSALUD),OPERATIVO,08:45 a 16:30, Barrio La Esperanza - Casa de Piedra,2024
HUANUCO,PACHITEA,PANAO,ORA PANAO (MINSA),OPERATIVO,08:45 a 16:30,Jirón Grau Nº 193,2024
HUANUCO,LEONCIO PRADO,RUPA-RUPA,ORA HOSPITAL TINGO MARIA (MINSA),OPERATIVO,08:45 a 16:30, Mapresa S/N Luyando,2024
HUANUCO,LEONCIO PRADO,JOSÉ CRESPO Y CASTILLO,ORA AUCAYACU (MINSA),OPERATIVO,08:45 a 16:30,Jirón Grau S/N cuadra 4,2024
HUANUCO,HUAMALIES,LLATA,ORA LLATA (MINSA),OPERATIVO,08:45 a 16:30,Jirón 28 de Julio N° 216,2024
HUANUCO,DOS DE MAYO,LA UNION,ORA LA UNION (MINSA),OPERATIVO,08:45 a 16:30,Jirón Dos de Mayo N° 185,2024
HUANUCO,LEONCIO PRADO,JOSÉ CRESPO Y CASTILLO,PAP JOSE CRESPO Y CASTILLO,OPERATIVO,08:45 a 16:45,Jirón Maria Parado de Bellido S/N Cuadra 4,2024
HUANUCO,LAURICOCHA,BAÑOS,AG BAÑOS,DESPLAZAMIENTO,08:45 a 16:45, Plaza de Armas S/N,2024
PASCO,PASCO,YANACANCHA,AG PASCO,OPERATIVO,08:45 a 16:45," Centro Comercial ""Sector Dos de San Juan Pampa Edif. 4 Tienda 3 San Juan-Yanacancha",2024
PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,PAP DANIEL ALCIDES CARRIÓN,OPERATIVO,08:45 a 16:45,Jirón Jorge Chavez S/N Plaza Principal,2024
PASCO,OXAPAMPA,OXAPAMPA,PAP OXAPAMPA,OPERATIVO,08:45 a 16:45,Jirón Huancabamba S/N Mz. 162 Estadio Municipal Oxapampa,2024
SAN MARTIN,TOCACHE,UCHIZA,AG UCHIZA,OPERATIVO,08:45 a 16:45,Avenida Atahualpa N° 920,2024
PASCO,OXAPAMPA,PALCAZÚ,AG PALCAZU,OPERATIVO,08:45 a 16:45,Avenida Juan Santos Atahualpa Mz. U Lt. 01,2024
SAN MARTIN,TOCACHE,TOCACHE,PAP TOCACHE,OPERATIVO,08:45 a 16:45,Jirón San Juan Cdra 7 S/N Centro Cívico,2024
HUANUCO,HUANUCO,CHINCHAO,ORA ACOMAYO (MINSA),OPERATIVO,08:45 a 16:30,Pasaje Iguarizo S/N Mz. 6 Lt. 02,2024
SAN MARTIN,TOCACHE,TOCACHE,ORA HOSPITAL DE TOCACHE (MINSA),OPERATIVO,08:45 a 16:30,Jirón Ricardo Palma N° 550,2024
HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,ORA SANTA MARIA DEL VALLE (MINSA),DESPLAZAMIENTO,08:45 a 16:30,Jirón Libertad  S/N Intersección Carretera Central ,2024
HUANUCO,HUANUCO ,AMARILIS ,ORA CARLOS SHOWING FERRARI (MINSA),OPERATIVO,08:45 a 16:30,Jirón Micaela Bastidas S/N Paucarbamba ,2024
PASCO,OXAPAMPA,OXAPAMPA,ORA HOSPITAL ERNESTO GERMAN GUZMAN GONZALES (MINSA),DESPLAZAMIENTO,08:45 a 16:30,Jirón Eduardo Loechle S/N - Chontabamba,2024
HUANUCO,HUANUCO,HUANUCO,MAC - HUANUCO,OPERATIVO,08:30 a 16:30,"Jirón Independencia N° 1601, Centro Comercial Real Plaza, Primer Piso",2024
HUANUCO,PACHITEA,UMARI,ORA TAMBILLO UMARI (MINSA),DESPLAZAMIENTO,08:45 a 16:30,Carretera Huanuco - Panao Km 37,2024
HUANUCO,YAROWILCA,CHAVINILLO,ORA CHAVINILLO (MINSA),OPERATIVO,08:45 a 16:30,Avenida San Juan N° 102,2024
PASCO,OXAPAMPA,CONSTITUCIÓN,AG CONSTITUCION,OPERATIVO,08:45 a 16:45,Avenida Fernando Belaunde S/N 4ta Etapa del Distrito de Constitución,2024
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,OR CHACHAPOYAS,OPERATIVO,08:45 a 16:45,Jirón Ortiz Arrieta 1135- 1137,2024
AMAZONAS,BAGUA,BAGUA,PAP BAGUA,OPERATIVO,08:45 a 16:45,Jirón Los Cedros Nº 263,2024
AMAZONAS,BONGARA,JAZAN,AG BONGARA,OPERATIVO,08:45 a 16:45,Avenida Marginal  Nº 100 -Pedro Ruíz,2024
AMAZONAS,LUYA ,LUYA ,AG LUYA,OPERATIVO,08:45 a 16:45,Jirón Diego Mori Zuta N° 447,2024
AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLÁS,AG RODRIGUEZ DE MENDOZA,OPERATIVO,08:45 a 16:45,Jirón Victor Mori N° 204,2024
AMAZONAS,CONDORCANQUI,NIEVA,PAP CONDORCANQUI,OPERATIVO,08:45 a 16:45,Calle Gonzalo puerta S/N,2024
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,PAP UTCUBAMBA,OPERATIVO,08:45 a 16:45,Jirón Simón Bolivar N° 545,2024
CAJAMARCA,JAEN,JAEN,OR JAEN,OPERATIVO,08:45 a 16:45,Calle Mariscal Ureta Nº 915,2024
CAJAMARCA,SAN IGNACIO,SAN IGNACIO,PAP SAN IGNACIO,OPERATIVO,08:45 a 16:45,Pasaje Santa Rosa 107 - 109 - cuadra 1,2024
AMAZONAS,BAGUA,IMAZA,OR IMAZA,OPERATIVO,08:45 a 16:45,Avenida Awajun 751 Centro Poblado Chiriaco,2024
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,ORA HOSPITAL REGIONAL VIRGEN DE FATIMA (MINSA),OPERATIVO,08:45 a 16:30,Pasaje Daniel Alcides Carrión N° 035,2024
AMAZONAS,BAGUA,BAGUA,ORA HOSPITAL DE APOYO GUSTAVO LANATTA LUJAN (MINSA),OPERATIVO,08:45 a 16:30,Avenida Héroes de Cenepa N°980,2024
CAJAMARCA,JAEN,JAEN,ORA HOSPITAL GENERAL DE JAEN (MINSA),OPERATIVO,08:45 a 16:30,Prolongación Huamantanga s/n,2024
AMAZONAS,BAGUA,IMAZA,ORA CHIRIACO (MINSA),OPERATIVO,08:45 a 16:30,Calle Junin S/N,2024
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,ORA HOSPITAL DE APOYO SANTIAGO APOSTOL DE UTCUBAMBA (MINSA),OPERATIVO,08:45 a 16:30,Jirón San Felipe Santiago N°111,2024
CAJAMARCA,SAN IGNACIO,SAN IGNACIO,ORA SAN IGNACIO (MINSA),OPERATIVO,08:45 a 16:30,"Avenida Abelardo Quiñones S/N, Sector Santiago",2024
AMAZONAS,BONGARA,FLORIDA,ORA POMACOCHAS (MINSA),OPERATIVO PARCIAL,08:45 a 16:30,Jirón Pomacochas S/N ,2024
AMAZONAS,CONDORCANQUI,NIEVA,ORA SANTA MARIA DE NIEVA (MINSA),OPERATIVO,08:45 a 16:30,"Jirón Javier Pérez de Cuellar S/N 
Mz. N Lt. 03 Asent.Humano Héctor Peas Tsegkuan",2024
AMAZONAS,UTCUBAMBA,LONYA GRANDE,ORA LONYA GRANDE (MINSA),OPERATIVO,08:45 a 16:30,Jirón Alto Amazonas 340,2024
AMAZONAS,CONDORCANQUI,RIO SANTIAGO,ORA GALILEA (MINSA),OPERATIVO,08:45 a 16:30,Jirón La Amistad S/N,2024
LAMBAYEQUE,CHICLAYO,CHICLAYO,ORA HOSPITAL REGIONAL DOCENTE LAS MERCEDES (MINSA),OPERATIVO,08:45 a 16:30,Avenida Luis Gonzáles  Nº 635,2024
LAMBAYEQUE,CHICLAYO,CHICLAYO,ORA HOSPITAL ALMANZOR AGUINAGA ASENJO (ESSALUD),OPERATIVO,08:45 a 16:30,Plaza Plaza de la Seguridad Social S/N,2024
PIURA,SULLANA,SULLANA,ORA HOSPITAL DE APOYO II-SULLANA (MINSA),OPERATIVO,08:45 a 16:30,Avenida Santa Rosa S/N,2024
CAJAMARCA,CUTERVO,CUTERVO,PAP CUTERVO,OPERATIVO,08:45 a 16:45,Jirón Comercio N° 1103 Mz. 203 Lt. 14-Urb. Los Jardines ,2024
CAJAMARCA,CHOTA,CHOTA,AG CHOTA,OPERATIVO,08:45 a 16:45,Jirón 30 de Agosto N° 848,2024
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,PAP SANTA CRUZ,OPERATIVO,08:45 a 16:45,Jirón Domingo Negrón Nº 399,2024
LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,OR JOSÉ LEONARDO ORTIZ,OPERATIVO,08:45 a 16:45,Calle Cacique Cinto Nº 317 Urb. Latina,2024
PIURA,AYABACA,FRÍAS,OR FRIAS,OPERATIVO,08:45 a 16:45,Calle Lima Nº 235 - 2do piso,2024
LAMBAYEQUE,CHICLAYO,CHICLAYO,OR CHICLAYO,OPERATIVO,08:45 a 16:45,Avenida Balta N° 680 y esquina con Av. Elias Aguirre,2024
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,PAP FERREÑAFE,OPERATIVO,08:45 a 16:45,Calle Tres Marías Nº 717 – B,2024
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PAP LAMBAYEQUE,OPERATIVO,08:45 a 16:45,Avenida Huamachuco N° 342,2024
CAJAMARCA,CUTERVO,CUTERVO,ORA SANTA MARIA DE CUTERVO (MINSA),OPERATIVO,08:45 a 16:30,Jirón Ica S/N,2024
CAJAMARCA,CHOTA,CHOTA,ORA HOSPITAL DE APOYO CHOTA - JOSE SOTO CADENILLAS (MINSA),OPERATIVO,08:45 a 16:30,Jirón Ezequiel Montoya Nª 718,2024
PIURA,PIURA,PIURA,OR PIURA,OPERATIVO,08:45 a 16:45,Calle Libertad Nº 568,2024
